,Unnamed: 0,Time,BE_line,Tag_Turn_MOD,BME_Turn_MOD,N_Turn_MOD,STT_Turn_MOD,ETT_Turn_MOD,Duration_Turn_MOD,Tag_Turn_P1,BME_Turn_P1,N_Turn_P1,STT_Turn_P1,ETT_Turn_P1,Duration_Turn_P1,Tag_Turn_P2,BME_Turn_P2,N_Turn_P2,STT_Turn_P2,ETT_Turn_P2,Duration_Turn_P2,Conv_MOD_P1_P2,Unnamed: 21,MOD__self_repeated_1n,MOD__self_nonrepeated_1n,MOD__self_length_1n,MOD__self_jaccard_index_1n,MOD__self_repetition_1n,MOD__other_repeated_1n,MOD__other_nonrepeated_1n,MOD__other_length_1n,MOD__other_jaccard_index_1n,MOD__other_repetition_1n,MOD_OC_self_repeated_1n,MOD_OC_self_nonrepeated_1n,MOD_OC_self_length_1n,MOD_OC_self_jaccard_index_1n,MOD_OC_self_repetition_1n,MOD_OC_other_repeated_1n,MOD_OC_other_nonrepeated_1n,MOD_OC_other_length_1n,MOD_OC_other_jaccard_index_1n,MOD_OC_other_repetition_1n,MOD_CC_self_repeated_1n,MOD_CC_self_nonrepeated_1n,MOD_CC_self_length_1n,MOD_CC_self_jaccard_index_1n,MOD_CC_self_repetition_1n,MOD_CC_other_repeated_1n,MOD_CC_other_nonrepeated_1n,MOD_CC_other_length_1n,MOD_CC_other_jaccard_index_1n,MOD_CC_other_repetition_1n,P1__self_repeated_1n,P1__self_nonrepeated_1n,P1__self_length_1n,P1__self_jaccard_index_1n,P1__self_repetition_1n,P1__other_repeated_1n,P1__other_nonrepeated_1n,P1__other_length_1n,P1__other_jaccard_index_1n,P1__other_repetition_1n,P1_OC_self_repeated_1n,P1_OC_self_nonrepeated_1n,P1_OC_self_length_1n,P1_OC_self_jaccard_index_1n,P1_OC_self_repetition_1n,P1_OC_other_repeated_1n,P1_OC_other_nonrepeated_1n,P1_OC_other_length_1n,P1_OC_other_jaccard_index_1n,P1_OC_other_repetition_1n,P1_CC_self_repeated_1n,P1_CC_self_nonrepeated_1n,P1_CC_self_length_1n,P1_CC_self_jaccard_index_1n,P1_CC_self_repetition_1n,P1_CC_other_repeated_1n,P1_CC_other_nonrepeated_1n,P1_CC_other_length_1n,P1_CC_other_jaccard_index_1n,P1_CC_other_repetition_1n,P2__self_repeated_1n,P2__self_nonrepeated_1n,P2__self_length_1n,P2__self_jaccard_index_1n,P2__self_repetition_1n,P2__other_repeated_1n,P2__other_nonrepeated_1n,P2__other_length_1n,P2__other_jaccard_index_1n,P2__other_repetition_1n,P2_OC_self_repeated_1n,P2_OC_self_nonrepeated_1n,P2_OC_self_length_1n,P2_OC_self_jaccard_index_1n,P2_OC_self_repetition_1n,P2_OC_other_repeated_1n,P2_OC_other_nonrepeated_1n,P2_OC_other_length_1n,P2_OC_other_jaccard_index_1n,P2_OC_other_repetition_1n,P2_CC_self_repeated_1n,P2_CC_self_nonrepeated_1n,P2_CC_self_length_1n,P2_CC_self_jaccard_index_1n,P2_CC_self_repetition_1n,P2_CC_other_repeated_1n,P2_CC_other_nonrepeated_1n,P2_CC_other_length_1n,P2_CC_other_jaccard_index_1n,P2_CC_other_repetition_1n,MOD__self_repeated_2n,MOD__self_nonrepeated_2n,MOD__self_length_2n,MOD__self_jaccard_index_2n,MOD__self_repetition_2n,MOD__other_repeated_2n,MOD__other_nonrepeated_2n,MOD__other_length_2n,MOD__other_jaccard_index_2n,MOD__other_repetition_2n,MOD_OC_self_repeated_2n,MOD_OC_self_nonrepeated_2n,MOD_OC_self_length_2n,MOD_OC_self_jaccard_index_2n,MOD_OC_self_repetition_2n,MOD_OC_other_repeated_2n,MOD_OC_other_nonrepeated_2n,MOD_OC_other_length_2n,MOD_OC_other_jaccard_index_2n,MOD_OC_other_repetition_2n,MOD_CC_self_repeated_2n,MOD_CC_self_nonrepeated_2n,MOD_CC_self_length_2n,MOD_CC_self_jaccard_index_2n,MOD_CC_self_repetition_2n,MOD_CC_other_repeated_2n,MOD_CC_other_nonrepeated_2n,MOD_CC_other_length_2n,MOD_CC_other_jaccard_index_2n,MOD_CC_other_repetition_2n,P1__self_repeated_2n,P1__self_nonrepeated_2n,P1__self_length_2n,P1__self_jaccard_index_2n,P1__self_repetition_2n,P1__other_repeated_2n,P1__other_nonrepeated_2n,P1__other_length_2n,P1__other_jaccard_index_2n,P1__other_repetition_2n,P1_OC_self_repeated_2n,P1_OC_self_nonrepeated_2n,P1_OC_self_length_2n,P1_OC_self_jaccard_index_2n,P1_OC_self_repetition_2n,P1_OC_other_repeated_2n,P1_OC_other_nonrepeated_2n,P1_OC_other_length_2n,P1_OC_other_jaccard_index_2n,P1_OC_other_repetition_2n,P1_CC_self_repeated_2n,P1_CC_self_nonrepeated_2n,P1_CC_self_length_2n,P1_CC_self_jaccard_index_2n,P1_CC_self_repetition_2n,P1_CC_other_repeated_2n,P1_CC_other_nonrepeated_2n,P1_CC_other_length_2n,P1_CC_other_jaccard_index_2n,P1_CC_other_repetition_2n,P2__self_repeated_2n,P2__self_nonrepeated_2n,P2__self_length_2n,P2__self_jaccard_index_2n,P2__self_repetition_2n,P2__other_repeated_2n,P2__other_nonrepeated_2n,P2__other_length_2n,P2__other_jaccard_index_2n,P2__other_repetition_2n,P2_OC_self_repeated_2n,P2_OC_self_nonrepeated_2n,P2_OC_self_length_2n,P2_OC_self_jaccard_index_2n,P2_OC_self_repetition_2n,P2_OC_other_repeated_2n,P2_OC_other_nonrepeated_2n,P2_OC_other_length_2n,P2_OC_other_jaccard_index_2n,P2_OC_other_repetition_2n,P2_CC_self_repeated_2n,P2_CC_self_nonrepeated_2n,P2_CC_self_length_2n,P2_CC_self_jaccard_index_2n,P2_CC_self_repetition_2n,P2_CC_other_repeated_2n,P2_CC_other_nonrepeated_2n,P2_CC_other_length_2n,P2_CC_other_jaccard_index_2n,P2_CC_other_repetition_2n,MOD__self_repeated_3n,MOD__self_nonrepeated_3n,MOD__self_length_3n,MOD__self_jaccard_index_3n,MOD__self_repetition_3n,MOD__other_repeated_3n,MOD__other_nonrepeated_3n,MOD__other_length_3n,MOD__other_jaccard_index_3n,MOD__other_repetition_3n,MOD_OC_self_repeated_3n,MOD_OC_self_nonrepeated_3n,MOD_OC_self_length_3n,MOD_OC_self_jaccard_index_3n,MOD_OC_self_repetition_3n,MOD_OC_other_repeated_3n,MOD_OC_other_nonrepeated_3n,MOD_OC_other_length_3n,MOD_OC_other_jaccard_index_3n,MOD_OC_other_repetition_3n,MOD_CC_self_repeated_3n,MOD_CC_self_nonrepeated_3n,MOD_CC_self_length_3n,MOD_CC_self_jaccard_index_3n,MOD_CC_self_repetition_3n,MOD_CC_other_repeated_3n,MOD_CC_other_nonrepeated_3n,MOD_CC_other_length_3n,MOD_CC_other_jaccard_index_3n,MOD_CC_other_repetition_3n,P1__self_repeated_3n,P1__self_nonrepeated_3n,P1__self_length_3n,P1__self_jaccard_index_3n,P1__self_repetition_3n,P1__other_repeated_3n,P1__other_nonrepeated_3n,P1__other_length_3n,P1__other_jaccard_index_3n,P1__other_repetition_3n,P1_OC_self_repeated_3n,P1_OC_self_nonrepeated_3n,P1_OC_self_length_3n,P1_OC_self_jaccard_index_3n,P1_OC_self_repetition_3n,P1_OC_other_repeated_3n,P1_OC_other_nonrepeated_3n,P1_OC_other_length_3n,P1_OC_other_jaccard_index_3n,P1_OC_other_repetition_3n,P1_CC_self_repeated_3n,P1_CC_self_nonrepeated_3n,P1_CC_self_length_3n,P1_CC_self_jaccard_index_3n,P1_CC_self_repetition_3n,P1_CC_other_repeated_3n,P1_CC_other_nonrepeated_3n,P1_CC_other_length_3n,P1_CC_other_jaccard_index_3n,P1_CC_other_repetition_3n,P2__self_repeated_3n,P2__self_nonrepeated_3n,P2__self_length_3n,P2__self_jaccard_index_3n,P2__self_repetition_3n,P2__other_repeated_3n,P2__other_nonrepeated_3n,P2__other_length_3n,P2__other_jaccard_index_3n,P2__other_repetition_3n,P2_OC_self_repeated_3n,P2_OC_self_nonrepeated_3n,P2_OC_self_length_3n,P2_OC_self_jaccard_index_3n,P2_OC_self_repetition_3n,P2_OC_other_repeated_3n,P2_OC_other_nonrepeated_3n,P2_OC_other_length_3n,P2_OC_other_jaccard_index_3n,P2_OC_other_repetition_3n,P2_CC_self_repeated_3n,P2_CC_self_nonrepeated_3n,P2_CC_self_length_3n,P2_CC_self_jaccard_index_3n,P2_CC_self_repetition_3n,P2_CC_other_repeated_3n,P2_CC_other_nonrepeated_3n,P2_CC_other_length_3n,P2_CC_other_jaccard_index_3n,P2_CC_other_repetition_3n
0,0,0.0,B, [laugh] ,B_W,0.0,0.0,1.375,1.375,,0,,,,,,0,,,,,S02_M001_P007_P006,,0,0,1,0.0,[],0,0,1,0.0,[],0,0,0,0,[],0,0,0,0,[],0,0,1,0.0,[],0,0,1,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,0,0,[],0,0,0,0,[],0,0,0,0,[],0,0,0,0,[],0,0,0,0,[],0,0,0,0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,0,0,[],0,0,0,0,[],0,0,0,0,[],0,0,0,0,[],0,0,0,0,[],0,0,0,0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
1,1,1.375,E, [laugh] ,E_W,0.0,0.0,1.375,1.375,,0,,,,,,0,,,,,S02_M001_P007_P006,,0,0,1,0.0,,0,0,1,0.0,,0,0,0,0,,0,0,0,0,,0,0,1,0.0,,0,0,1,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
2,2,1.375,B,Ok so thanks for coming today. [eh] we're going to play a quiz.,B_W,0.0,1.375,6.441,5.066,,0,,,,,,0,,,,,S02_M001_P007_P006,,0,1,14,0.0,[],0,0,14,0.0,[],0,0,6,0.0,[],0,0,6,0.0,[],0,1,8,0.0,[],0,0,8,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,13,0.0,[],0,0,13,0.0,[],0,0,15,0.0,[],0,0,15,0.0,[],0,0,11,0.0,[],0,0,11,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,12,0.0,[],0,0,12,0.0,[],0,0,25,0.0,[],0,0,25,0.0,[],0,0,11,0.0,[],0,0,11,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
3,3,6.441,E,Ok so thanks for coming today. [eh] we're going to play a quiz.,E_W,0.0,1.375,6.441,5.066,,0,,,,,,0,,,,,S02_M001_P007_P006,,0,1,14,0.0,,0,0,14,0.0,,0,0,6,0.0,,0,0,6,0.0,,0,1,8,0.0,,0,0,8,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,13,0.0,,0,0,13,0.0,,0,0,15,0.0,,0,0,15,0.0,,0,0,11,0.0,,0,0,11,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,12,0.0,,0,0,12,0.0,,0,0,25,0.0,,0,0,25,0.0,,0,0,11,0.0,,0,0,11,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
4,4,6.441,B,I would n,B_W,0.0,6.441,7.057,0.616,,0,,,,,Ok.,B_W,0.0,6.441,7.057,0.616,S02_M001_P007_P006,,0,14,3,0.0,[],0,0,3,0.0,[],0,6,1,0.0,[],0,0,1,0.0,[],0,8,2,0.0,[],0,0,2,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,1,0.0,[],0,3,1,0.0,[],0,0,0,0,[],0,1,0,0.0,[],0,0,1,0.0,[],0,2,1,0.0,[],0,13,2,0.0,[],0,0,2,0.0,[],0,10,1,0.0,[],0,0,1,0.0,[],0,3,3,0.0,[],0,0,3,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,0,0,[],0,2,0,0.0,[],0,0,0,0,[],0,1,0,0.0,[],0,0,0,0,[],0,1,0,0.0,[],0,12,1,0.0,[],0,0,1,0.0,[],0,11,1,0.0,[],0,0,1,0.0,[],0,1,2,0.0,[],0,0,2,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,0,0,[],0,1,0,0.0,[],0,0,0,0,[],0,1,0,0.0,[],0,0,0,0,[],0,0,0,0,[]
5,5,7.057,E,I would n,E_W,0.0,6.441,7.057,0.616,,0,,,,,Ok.,E_W,0.0,6.441,7.057,0.616,S02_M001_P007_P006,,0,14,3,0.0,,0,0,3,0.0,,0,6,1,0.0,,0,0,1,0.0,,0,8,2,0.0,,0,0,2,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,1,0.0,,0,3,1,0.0,,0,0,0,0,,0,1,0,0.0,,0,0,1,0.0,,0,2,1,0.0,,0,13,2,0.0,,0,0,2,0.0,,0,10,1,0.0,,0,0,1,0.0,,0,3,3,0.0,,0,0,3,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,0,0,,0,2,0,0.0,,0,0,0,0,,0,1,0,0.0,,0,0,0,0,,0,1,0,0.0,,0,12,1,0.0,,0,0,1,0.0,,0,11,1,0.0,,0,0,1,0.0,,0,1,2,0.0,,0,0,2,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,0,0,0,,0,1,0,0.0,,0,0,0,0,,0,1,0,0.0,,0,0,0,0,,0,0,0,0,
6,6,7.057,B,I'm going to ask you three questions,B_W,0.0,7.057,8.812,1.755,,0,,,,,,0,,,,,S02_M001_P007_P006,,1,2,8,0.1,"[(('i', 'PRON', 'closed'),)]",0,1,8,0.0,[],0,1,3,0.0,[],0,0,3,0.0,[],1,1,5,0.16666666666666666,"[(('i', 'PRON', 'closed'),)]",0,1,5,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,2,7,0.0,[],0,0,7,0.0,[],0,1,7,0.0,[],0,0,7,0.0,[],0,1,7,0.0,[],0,0,7,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,1,6,0.0,[],0,0,6,0.0,[],0,1,12,0.0,[],0,0,12,0.0,[],0,0,6,0.0,[],0,0,6,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
7,7,8.812,E,I'm going to ask you three questions,E_W,0.0,7.057,8.812,1.755,,0,,,,,,0,,,,,S02_M001_P007_P006,,1,2,8,0.1,,0,1,8,0.0,,0,1,3,0.0,,0,0,3,0.0,,1,1,5,0.16666666666666666,,0,1,5,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,2,7,0.0,,0,0,7,0.0,,0,1,7,0.0,,0,0,7,0.0,,0,1,7,0.0,,0,0,7,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,1,6,0.0,,0,0,6,0.0,,0,1,12,0.0,,0,0,12,0.0,,0,0,6,0.0,,0,0,6,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
8,8,8.812,B,and I would li,B_W,0.0,8.812,9.38,0.568,mhmm,B_W,0.0,8.812,9.38,0.568,,0,,,,,S02_M001_P007_P006,,1,7,4,0.09090909090909091,"[(('i', 'PRON', 'closed'),)]",0,1,4,0.0,[],0,3,1,0.0,[],0,0,1,0.0,[],1,4,3,0.14285714285714285,"[(('i', 'PRON', 'closed'),)]",0,1,3,0.0,[],0,0,1,0.0,[],0,5,1,0.0,[],0,0,1,0.0,[],0,1,1,0.0,[],0,0,0,0,[],0,4,0,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,7,3,0.0,[],0,0,3,0.0,[],0,5,1,0.0,[],0,0,1,0.0,[],0,2,5,0.0,[],0,0,5,0.0,[],0,0,0,0,[],0,3,0,0.0,[],0,0,0,0,[],0,1,0,0.0,[],0,0,0,0,[],0,2,0,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,6,2,0.0,[],0,0,2,0.0,[],0,6,1,0.0,[],0,0,1,0.0,[],0,0,5,0.0,[],0,0,5,0.0,[],0,0,0,0,[],0,2,0,0.0,[],0,0,0,0,[],0,1,0,0.0,[],0,0,0,0,[],0,1,0,0.0,[],,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
9,9,9.38,E,and I would li,E_W,0.0,8.812,9.38,0.568,mhmm,E_W,0.0,8.812,9.38,0.568,,0,,,,,S02_M001_P007_P006,,1,7,4,0.09090909090909091,,0,1,4,0.0,,0,3,1,0.0,,0,0,1,0.0,,1,4,3,0.14285714285714285,,0,1,3,0.0,,0,0,1,0.0,,0,5,1,0.0,,0,0,1,0.0,,0,1,1,0.0,,0,0,0,0,,0,4,0,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,7,3,0.0,,0,0,3,0.0,,0,5,1,0.0,,0,0,1,0.0,,0,2,5,0.0,,0,0,5,0.0,,0,0,0,0,,0,3,0,0.0,,0,0,0,0,,0,1,0,0.0,,0,0,0,0,,0,2,0,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,0,6,2,0.0,,0,0,2,0.0,,0,6,1,0.0,,0,0,1,0.0,,0,0,5,0.0,,0,0,5,0.0,,0,0,0,0,,0,2,0,0.0,,0,0,0,0,,0,1,0,0.0,,0,0,0,0,,0,1,0,0.0,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
